varos,sorszam,valasztokorzet,szavazat_tipus,ervenyes_szavazolapok,ervenytelen_szavazolapok,ervenytelen_arany
"Hernád",003,"Hernád - 003",L,665,10,1.48148148148148
"Nyíregyháza",044,"Nyíregyháza - 044",L,665,10,1.48148148148148
Papkeszi,002,"Papkeszi - 002",J,133,2,1.48148148148148
"Magyarszentmiklós",001,"Magyarszentmiklós - 001",L,133,2,1.48148148148148
Debrecen,099,"Debrecen - 099",J,865,13,1.48063781321185
"Makó",018,"Makó - 018",L,599,9,1.48026315789474
Kakucs,003,"Kakucs - 003",J,599,9,1.48026315789474
"Sárospatak",003,"Sárospatak - 003",L,466,7,1.47991543340381
"Nyírábrány",002,"Nyírábrány - 002",J,466,7,1.47991543340381
"Budapest XVI. kerület",060,"Budapest XVI. kerület - 060",J,799,12,1.47965474722565
"Mezőfalva",001,"Mezőfalva - 001",L,666,10,1.4792899408284
"Hajdúböszörmény",002,"Hajdúböszörmény - 002",J,666,10,1.4792899408284
"Hajdúnánás",007,"Hajdúnánás - 007",L,333,5,1.4792899408284
Kondoros,006,"Kondoros - 006",J,400,6,1.47783251231527
"Báránd",001,"Báránd - 001",L,400,6,1.47783251231527
"Alattyán",001,"Alattyán - 001",L,400,6,1.47783251231527
"Csongrád",008,"Csongrád - 008",J,667,10,1.47710487444609
"Kisújszállás",004,"Kisújszállás - 004",J,667,10,1.47710487444609
Szajol,004,"Szajol - 004",L,667,10,1.47710487444609
Csenger,001,"Csenger - 001",J,467,7,1.47679324894515
"Zsáka",001,"Zsáka - 001",J,734,11,1.47651006711409
"Zsáka",001,"Zsáka - 001",L,734,11,1.47651006711409
"Hódmezővásárhely",009,"Hódmezővásárhely - 009",J,534,8,1.4760147601476
"Fábiánháza",001,"Fábiánháza - 001",J,267,4,1.4760147601476
"Lovászpatona",001,"Lovászpatona - 001",J,534,8,1.4760147601476
"Budapest V. kerület",016,"Budapest V. kerület - 016",J,601,9,1.47540983606557
"Budapest XXI. kerület",049,"Budapest XXI. kerület - 049",J,601,9,1.47540983606557
"Tatabánya",033,"Tatabánya - 033",J,601,9,1.47540983606557
"Kecskemét",055,"Kecskemét - 055",J,334,5,1.47492625368732
Ecsegfalva,002,"Ecsegfalva - 002",J,334,5,1.47492625368732
Karcsa,001,"Karcsa - 001",J,334,5,1.47492625368732
Karcsa,001,"Karcsa - 001",L,334,5,1.47492625368732
"Sajópetri",001,"Sajópetri - 001",J,668,10,1.47492625368732
"Zagyvarékas",003,"Zagyvarékas - 003",L,334,5,1.47492625368732
"Kehidakustány",001,"Kehidakustány - 001",J,334,5,1.47492625368732
"Pécs",132,"Pécs - 132",J,401,6,1.47420147420147
"Tiszakécske",004,"Tiszakécske - 004",L,802,12,1.47420147420147
"Sióagárd",001,"Sióagárd - 001",L,401,6,1.47420147420147
"Sióagárd",002,"Sióagárd - 002",J,401,6,1.47420147420147
"Lajoskomárom",003,"Lajoskomárom - 003",J,468,7,1.47368421052632
"Győrszemere",002,"Győrszemere - 002",J,468,7,1.47368421052632
"Vámospércs",004,"Vámospércs - 004",L,468,7,1.47368421052632
"Császár",001,"Császár - 001",J,468,7,1.47368421052632
Decs,002,"Decs - 002",J,468,7,1.47368421052632
"Dombóvár",001,"Dombóvár - 001",J,468,7,1.47368421052632
"Nyírkáta",002,"Nyírkáta - 002",J,535,8,1.47329650092081
"Pécel",011,"Pécel - 011",L,602,9,1.47299509001637
"Üröm",003,"Üröm - 003",L,736,11,1.47255689424364
Szeged,118,"Szeged - 118",J,870,13,1.4722536806342
"Budapest VI. kerület",004,"Budapest VI. kerület - 004",J,536,8,1.47058823529412
"Budapest XXI. kerület",022,"Budapest XXI. kerület - 022",J,670,10,1.47058823529412
"Budapest XXIII. kerület",020,"Budapest XXIII. kerület - 020",L,469,7,1.47058823529412
Bezedek,001,"Bezedek - 001",J,134,2,1.47058823529412
"Harkány",002,"Harkány - 002",J,603,9,1.47058823529412
"Harkány",002,"Harkány - 002",L,603,9,1.47058823529412
"Ivándárda",001,"Ivándárda - 001",L,134,2,1.47058823529412
"Szulimán",001,"Szulimán - 001",J,134,2,1.47058823529412
"Kunfehértó",003,"Kunfehértó - 003",J,67,1,1.47058823529412
"Kunfehértó",003,"Kunfehértó - 003",L,67,1,1.47058823529412
"Mélykút",006,"Mélykút - 006",J,67,1,1.47058823529412
Miske,001,"Miske - 001",L,402,6,1.47058823529412
"Gyomaendrőd",015,"Gyomaendrőd - 015",J,67,1,1.47058823529412
"Gyomaendrőd",015,"Gyomaendrőd - 015",L,67,1,1.47058823529412
"Kétsoprony",002,"Kétsoprony - 002",J,201,3,1.47058823529412
"Kétsoprony",002,"Kétsoprony - 002",L,201,3,1.47058823529412
Szarvas,009,"Szarvas - 009",L,134,2,1.47058823529412
"Füzérkajata",001,"Füzérkajata - 001",L,67,1,1.47058823529412
"Göncruszka",001,"Göncruszka - 001",J,268,4,1.47058823529412
"Lácacséke",001,"Lácacséke - 001",J,67,1,1.47058823529412
Miskolc,096,"Miskolc - 096",J,268,4,1.47058823529412
"Pusztavám",003,"Pusztavám - 003",J,402,6,1.47058823529412
"Hajdúböszörmény",008,"Hajdúböszörmény - 008",L,134,2,1.47058823529412
Heves,004,"Heves - 004",J,134,2,1.47058823529412
Heves,004,"Heves - 004",L,134,2,1.47058823529412
"Lőrinci",004,"Lőrinci - 004",L,469,7,1.47058823529412
"Mezőtúr",004,"Mezőtúr - 004",J,603,9,1.47058823529412
Kocs,001,"Kocs - 001",J,737,11,1.47058823529412
"Vérteskethely",001,"Vérteskethely - 001",L,335,5,1.47058823529412
"Pásztó",001,"Pásztó - 001",J,670,10,1.47058823529412
Budakeszi,015,"Budakeszi - 015",J,603,9,1.47058823529412
"Nagykáta",012,"Nagykáta - 012",J,402,6,1.47058823529412
"Nagykáta",012,"Nagykáta - 012",L,402,6,1.47058823529412
"Kaposvár",019,"Kaposvár - 019",L,402,6,1.47058823529412
"Zákányfalu",001,"Zákányfalu - 001",L,268,4,1.47058823529412
Csenger,001,"Csenger - 001",L,469,7,1.47058823529412
"Nagykálló",001,"Nagykálló - 001",J,603,9,1.47058823529412
"Nagykálló",001,"Nagykálló - 001",L,603,9,1.47058823529412
Vaja,001,"Vaja - 001",L,603,9,1.47058823529412
"Dombóvár",006,"Dombóvár - 006",J,335,5,1.47058823529412
"Pecöl",001,"Pecöl - 001",L,469,7,1.47058823529412
Szombathely,046,"Szombathely - 046",L,603,9,1.47058823529412
"Budapest IV. kerület",033,"Budapest IV. kerület - 033",L,671,10,1.46842878120411
Karcag,007,"Karcag - 007",J,671,10,1.46842878120411
"Mátészalka",006,"Mátészalka - 006",J,537,8,1.46788990825688
"Szentlőrinc",006,"Szentlőrinc - 006",L,470,7,1.46750524109015
"Szabadszállás",006,"Szabadszállás - 006",J,403,6,1.46699266503667
"Szabadszállás",006,"Szabadszállás - 006",L,403,6,1.46699266503667
Bicske,003,"Bicske - 003",J,806,12,1.46699266503667
Tiszaszentimre,001,"Tiszaszentimre - 001",L,403,6,1.46699266503667
"Tiszakóród",001,"Tiszakóród - 001",J,403,6,1.46699266503667
"Makó",015,"Makó - 015",J,672,10,1.46627565982405
"Győr",078,"Győr - 078",L,672,10,1.46627565982405
Encs,001,"Encs - 001",J,605,9,1.46579804560261
"Gödöllő",004,"Gödöllő - 004",J,605,9,1.46579804560261
"Szentmártonkáta",003,"Szentmártonkáta - 003",L,605,9,1.46579804560261
"Újfehértó",004,"Újfehértó - 004",J,874,13,1.46561443066516
"Felsőzsolca",001,"Felsőzsolca - 001",L,538,8,1.46520146520147
"Csongrád",012,"Csongrád - 012",J,538,8,1.46520146520147
"Ózd",006,"Ózd - 006",J,740,11,1.4647137150466
"Mohács",016,"Mohács - 016",J,471,7,1.46443514644351
"Csabacsűd",001,"Csabacsűd - 001",J,471,7,1.46443514644351
"Gyöngyös",018,"Gyöngyös - 018",L,471,7,1.46443514644351
"Jászalsószentgyörgy",004,"Jászalsószentgyörgy - 004",L,471,7,1.46443514644351
"Röszke",001,"Röszke - 001",L,673,10,1.46412884333821
"Lánycsók",002,"Lánycsók - 002",J,606,9,1.46341463414634
Nagypall,001,"Nagypall - 001",J,202,3,1.46341463414634
"Gádoros",003,"Gádoros - 003",J,606,9,1.46341463414634
Gyula,021,"Gyula - 021",J,606,9,1.46341463414634
"Bélavár",001,"Bélavár - 001",L,202,3,1.46341463414634
"Háromfa",001,"Háromfa - 001",J,202,3,1.46341463414634
"Tormásliget",001,"Tormásliget - 001",L,202,3,1.46341463414634
"Budapest III. kerület",037,"Budapest III. kerület - 037",J,741,11,1.46276595744681
Pusztadobos,001,"Pusztadobos - 001",L,741,11,1.46276595744681
"Dunaújváros",033,"Dunaújváros - 033",L,539,8,1.46252285191956
Kaba,001,"Kaba - 001",L,539,8,1.46252285191956
Soltszentimre,001,"Soltszentimre - 001",J,674,10,1.46198830409357
"Zagyvarékas",002,"Zagyvarékas - 002",L,337,5,1.46198830409357
Vilonya,001,"Vilonya - 001",J,337,5,1.46198830409357
Vilonya,001,"Vilonya - 001",L,337,5,1.46198830409357
"Budapest XVIII. kerület",061,"Budapest XVIII. kerület - 061",J,944,14,1.46137787056367
"Múcsony",003,"Múcsony - 003",L,472,7,1.46137787056367
"Dég",001,"Dég - 001",J,472,7,1.46137787056367
"Gyöngyös",030,"Gyöngyös - 030",J,472,7,1.46137787056367
"Vecsés",017,"Vecsés - 017",L,472,7,1.46137787056367
Decs,003,"Decs - 003",L,472,7,1.46137787056367
"Nagykáta",005,"Nagykáta - 005",L,742,11,1.46082337317397
"Budapest XXI. kerület",005,"Budapest XXI. kerület - 005",L,675,10,1.45985401459854
Kiskassa,001,"Kiskassa - 001",L,135,2,1.45985401459854
Szemely,001,"Szemely - 001",L,270,4,1.45985401459854
"Csákvár",005,"Csákvár - 005",L,540,8,1.45985401459854
Ludas,001,"Ludas - 001",J,405,6,1.45985401459854
Patvarc,001,"Patvarc - 001",L,405,6,1.45985401459854
Szilaspogony,001,"Szilaspogony - 001",J,135,2,1.45985401459854
"Szekszárd",002,"Szekszárd - 002",J,540,8,1.45985401459854
Ajka,007,"Ajka - 007",L,405,6,1.45985401459854
"Kübekháza",001,"Kübekháza - 001",J,743,11,1.45888594164456
"Szekszárd",001,"Szekszárd - 001",J,608,9,1.45867098865478
"Emőd",004,"Emőd - 004",J,473,7,1.45833333333333
Murony,002,"Murony - 002",L,338,5,1.45772594752187
"Ózd",019,"Ózd - 019",L,338,5,1.45772594752187
"Nagykörű",001,"Nagykörű - 001",J,338,5,1.45772594752187
"Nagykörű",001,"Nagykörű - 001",L,338,5,1.45772594752187
Acsa,001,"Acsa - 001",L,676,10,1.45772594752187
Nagykanizsa,036,"Nagykanizsa - 036",L,338,5,1.45772594752187
"Kiskunfélegyháza",006,"Kiskunfélegyháza - 006",J,541,8,1.45719489981785
Sopron,046,"Sopron - 046",L,541,8,1.45719489981785
"Hegyszentmárton",001,"Hegyszentmárton - 001",L,203,3,1.45631067961165
Tompa,003,"Tompa - 003",J,406,6,1.45631067961165
"Mezőcsát",001,"Mezőcsát - 001",J,609,9,1.45631067961165
"Bükkszék",001,"Bükkszék - 001",J,406,6,1.45631067961165
"Kunszentmárton",005,"Kunszentmárton - 005",L,406,6,1.45631067961165
"Palotás",001,"Palotás - 001",L,406,6,1.45631067961165
"Kiskunlacháza",002,"Kiskunlacháza - 002",J,812,12,1.45631067961165
"Sávoly",001,"Sávoly - 001",L,203,3,1.45631067961165
Somogygeszti,001,"Somogygeszti - 001",J,203,3,1.45631067961165
"Szekszárd",029,"Szekszárd - 029",J,406,6,1.45631067961165
"Berekfürdő",001,"Berekfürdő - 001",L,677,10,1.45560407569141
"Törökszentmiklós",016,"Törökszentmiklós - 016",J,677,10,1.45560407569141
"Csömör",005,"Csömör - 005",J,677,10,1.45560407569141
Kiskunhalas,012,"Kiskunhalas - 012",J,474,7,1.45530145530146
Sarkad,005,"Sarkad - 005",L,474,7,1.45530145530146
Kecel,008,"Kecel - 008",J,542,8,1.45454545454545
"Derekegyház",001,"Derekegyház - 001",L,271,4,1.45454545454545
"Csikvánd",001,"Csikvánd - 001",L,271,4,1.45454545454545
"Mosonmagyaróvár",011,"Mosonmagyaróvár - 011",L,542,8,1.45454545454545
"Tiszakécske",002,"Tiszakécske - 002",J,881,13,1.45413870246085
Harta,001,"Harta - 001",J,610,9,1.45395799676898
"Budapest XI. kerület",113,"Budapest XI. kerület - 113",L,678,10,1.45348837209302
Lak,001,"Lak - 001",J,339,5,1.45348837209302
"Gödöllő",005,"Gödöllő - 005",J,678,10,1.45348837209302
"Tiszafüred",002,"Tiszafüred - 002",J,746,11,1.45310435931308
Miskolc,140,"Miskolc - 140",J,407,6,1.45278450363196
Miskolc,140,"Miskolc - 140",L,407,6,1.45278450363196
Szenna,001,"Szenna - 001",J,407,6,1.45278450363196
"Szekszárd",029,"Szekszárd - 029",L,407,6,1.45278450363196
"Kocsér",002,"Kocsér - 002",L,475,7,1.45228215767635
"Tápiószőlős",003,"Tápiószőlős - 003",L,475,7,1.45228215767635
Nagybajom,002,"Nagybajom - 002",J,475,7,1.45228215767635
"Bonyhád",006,"Bonyhád - 006",L,475,7,1.45228215767635
"Balatonfüred",008,"Balatonfüred - 008",J,1018,15,1.45208131655373
"Salgótarján",007,"Salgótarján - 007",J,543,8,1.4519056261343
"Göd",010,"Göd - 010",L,543,8,1.4519056261343
Lajosmizse,005,"Lajosmizse - 005",L,611,9,1.45161290322581
"Pécel",009,"Pécel - 009",J,747,11,1.45118733509235
"Győr",062,"Győr - 062",J,815,12,1.45102781136638
"Budapest XVII. kerület",012,"Budapest XVII. kerület - 012",J,680,10,1.44927536231884
"Budapest XX. kerület",021,"Budapest XX. kerület - 021",J,612,9,1.44927536231884
"Drávasztára",001,"Drávasztára - 001",J,204,3,1.44927536231884
"Lovászhetény",001,"Lovászhetény - 001",J,136,2,1.44927536231884
"Bácsbokod",003,"Bácsbokod - 003",J,408,6,1.44927536231884
"Békés",014,"Békés - 014",J,612,9,1.44927536231884
"Ládbesenyő",001,"Ládbesenyő - 001",J,136,2,1.44927536231884
"Mezőkeresztes",004,"Mezőkeresztes - 004",J,340,5,1.44927536231884
"Szakácsi",001,"Szakácsi - 001",J,68,1,1.44927536231884
Szeged,104,"Szeged - 104",J,816,12,1.44927536231884
"Lepsény",002,"Lepsény - 002",L,544,8,1.44927536231884
"Fertőd",004,"Fertőd - 004",L,68,1,1.44927536231884
"Győr",032,"Győr - 032",J,612,9,1.44927536231884
"Poroszló",003,"Poroszló - 003",J,408,6,1.44927536231884
Visznek,001,"Visznek - 001",L,544,8,1.44927536231884
"Nógrádszakál",001,"Nógrádszakál - 001",L,272,4,1.44927536231884
"Cegléd",008,"Cegléd - 008",L,476,7,1.44927536231884
"Kocsér",002,"Kocsér - 002",J,476,7,1.44927536231884
Tura,003,"Tura - 003",J,612,9,1.44927536231884
Barcs,007,"Barcs - 007",L,680,10,1.44927536231884
"Újvárfalva",002,"Újvárfalva - 002",J,68,1,1.44927536231884
"Jéke",001,"Jéke - 001",J,408,6,1.44927536231884
Olaszfa,001,"Olaszfa - 001",J,204,3,1.44927536231884
"Sárvár",018,"Sárvár - 018",L,68,1,1.44927536231884
Sitke,001,"Sitke - 001",L,408,6,1.44927536231884
Zirc,007,"Zirc - 007",L,680,10,1.44927536231884
Belezna,001,"Belezna - 001",L,340,5,1.44927536231884
"Belsősárd",001,"Belsősárd - 001",J,68,1,1.44927536231884
"Murarátka",001,"Murarátka - 001",J,136,2,1.44927536231884
"Murarátka",001,"Murarátka - 001",L,136,2,1.44927536231884
Dunakeszi,016,"Dunakeszi - 016",J,885,13,1.44766146993318
"Budapest II. kerület",072,"Budapest II. kerület - 072",J,749,11,1.44736842105263
Szendehely,001,"Szendehely - 001",J,749,11,1.44736842105263
"Záhony",001,"Záhony - 001",J,681,10,1.44717800289436
"Budapest XXI. kerület",027,"Budapest XXI. kerület - 027",J,545,8,1.44665461121157
Nagybaracska,001,"Nagybaracska - 001",J,545,8,1.44665461121157
"Pécs",113,"Pécs - 113",J,477,7,1.44628099173554
Miskolc,141,"Miskolc - 141",J,477,7,1.44628099173554
Miskolc,141,"Miskolc - 141",L,477,7,1.44628099173554
"Szentistván",002,"Szentistván - 002",J,477,7,1.44628099173554
Baracs,001,"Baracs - 001",J,477,7,1.44628099173554
"Budapest XVIII. kerület",062,"Budapest XVIII. kerület - 062",J,886,13,1.4460511679644
"Csólyospálos",001,"Csólyospálos - 001",J,409,6,1.44578313253012
"Bábolna",003,"Bábolna - 003",L,409,6,1.44578313253012
"Bonyhád",010,"Bonyhád - 010",L,409,6,1.44578313253012
"Kurityán",001,"Kurityán - 001",J,341,5,1.44508670520231
"Várgesztes",001,"Várgesztes - 001",L,341,5,1.44508670520231
Piliscsaba,005,"Piliscsaba - 005",L,1023,15,1.44508670520231
"Budapest XXI. kerület",003,"Budapest XXI. kerület - 003",J,614,9,1.4446227929374
"Budapest XXI. kerület",006,"Budapest XXI. kerület - 006",J,614,9,1.4446227929374
"Ásványráró",001,"Ásványráró - 001",L,614,9,1.4446227929374
"Balmazújváros",014,"Balmazújváros - 014",L,546,8,1.44404332129964
"Veresegyház",015,"Veresegyház - 015",J,546,8,1.44404332129964
"Kisvárda",016,"Kisvárda - 016",L,546,8,1.44404332129964
"Záhony",003,"Záhony - 003",J,546,8,1.44404332129964
"Regöly",001,"Regöly - 001",J,546,8,1.44404332129964
Szentes,009,"Szentes - 009",L,478,7,1.44329896907216
"Heréd",002,"Heréd - 002",L,478,7,1.44329896907216
"Budapest XIX. kerület",039,"Budapest XIX. kerület - 039",L,683,10,1.44300144300144
"Győr",069,"Győr - 069",L,683,10,1.44300144300144
"Tápiószentmárton",003,"Tápiószentmárton - 003",J,683,10,1.44300144300144
"Királyegyháza",001,"Királyegyháza - 001",L,410,6,1.44230769230769
"Bonyhád",003,"Bonyhád - 003",L,410,6,1.44230769230769
"Csonkahegyhát",001,"Csonkahegyhát - 001",L,205,3,1.44230769230769
"Békés",010,"Békés - 010",J,547,8,1.44144144144144
"Máriapócs",001,"Máriapócs - 001",J,547,8,1.44144144144144
"Apátfalva",001,"Apátfalva - 001",L,479,7,1.440329218107
"Kaposvár",020,"Kaposvár - 020",J,479,7,1.440329218107
"Budapest II. kerület",060,"Budapest II. kerület - 060",J,616,9,1.44
"Budapest XVI. kerület",053,"Budapest XVI. kerület - 053",J,616,9,1.44
"Bátmonostor",002,"Bátmonostor - 002",L,411,6,1.43884892086331
"Komjáti",001,"Komjáti - 001",J,137,2,1.43884892086331
Miskolc,122,"Miskolc - 122",J,411,6,1.43884892086331
"Mártély",002,"Mártély - 002",J,274,4,1.43884892086331
Szeged,314,"Szeged - 314",J,959,14,1.43884892086331
"Gárdony",002,"Gárdony - 002",L,685,10,1.43884892086331
Beled,002,"Beled - 002",L,685,10,1.43884892086331
Vezseny,001,"Vezseny - 001",J,274,4,1.43884892086331
"Romhány",001,"Romhány - 001",L,548,8,1.43884892086331
"Nyíregyháza",060,"Nyíregyháza - 060",L,548,8,1.43884892086331
Udvari,001,"Udvari - 001",J,137,2,1.43884892086331
Udvari,001,"Udvari - 001",L,137,2,1.43884892086331
"Bejcgyertyános",001,"Bejcgyertyános - 001",J,274,4,1.43884892086331
"Bejcgyertyános",001,"Bejcgyertyános - 001",L,274,4,1.43884892086331
"Szécsisziget",001,"Szécsisziget - 001",J,137,2,1.43884892086331
"Szécsisziget",001,"Szécsisziget - 001",L,137,2,1.43884892086331
"Balatonalmádi",008,"Balatonalmádi - 008",J,754,11,1.43790849673203
Eger,009,"Eger - 009",L,617,9,1.43769968051118
"Mosonmagyaróvár",002,"Mosonmagyaróvár - 002",J,480,7,1.43737166324435
"Vecsés",018,"Vecsés - 018",J,480,7,1.43737166324435
"Nyírpazony",002,"Nyírpazony - 002",J,480,7,1.43737166324435
"Budapest XVII. kerület",002,"Budapest XVII. kerület - 002",L,686,10,1.4367816091954
"Gerendás",002,"Gerendás - 002",J,343,5,1.4367816091954
"Hajdúnánás",013,"Hajdúnánás - 013",J,549,8,1.43626570915619
"Nyírbéltek",002,"Nyírbéltek - 002",L,549,8,1.43626570915619
Dunaharaszti,014,"Dunaharaszti - 014",J,755,11,1.43603133159269
"Budapest XIII. kerület",070,"Budapest XIII. kerület - 070",L,618,9,1.43540669856459
Liget,001,"Liget - 001",J,206,3,1.43540669856459
Liget,001,"Liget - 001",L,206,3,1.43540669856459
"Vokány",001,"Vokány - 001",J,412,6,1.43540669856459
"Múcsony",002,"Múcsony - 002",L,412,6,1.43540669856459
